summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak
,,,,,,,,,
xUTOq9TsAhEuBE8gY63cTjhCVZL9zUJ8HeoPj8RKf_41F8GA,XerRaý,43,I,180,184,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
sRKGQmz5g6GyLKWMd2qCaq6I5WIvGDUYRhwxxFY1LniN5xRs,Geneticss,0,I,68,54,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
wy4tmBHB1cp4dg7pX1LWvUDjSYnyRmukwQy8mGbAFoB5cUE,TC Bloodlust,1,I,140,136,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
SZDqC2prCVYm9b6gj-b6tog60KlXqVUJdKHjY6iLJ4HH15E,BlueBuffPlsGGTY,0,I,76,52,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
8forwCOnbhyLmtvrrxQskZtHLcUMrBa_-4w7iamrWx51Moo,Stivii,1,I,211,166,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
zeag_n3rMHWho0iaOfZoEXcsPXpC_NVS0xwbQj0cSX1qv1E,SevenArmy 68,256,I,173,159,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
3N45U_3gboAm7L3DYqRrvFC6LCWayKY3_Ra2C0tBoxuGpxZ0,nifaoshi mental,158,I,129,116,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
Ka-vhmx-nema-sc83Qa8l05sCczU19ekFsrMStiVrhIdUtY,GEN Duck,249,I,40,24,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
dk9HWdlkwKy3-oAck5IRlOcdOR5uTj4w4_fnPCyNhlhcy7aeFkJBYvyA6w,Jòsef,232,I,94,59,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
w7dgxV73xVyFI8qDt302IjyVrQGf66r6vc9m50vkpToUryA,Sleepin all Day,35,I,173,172,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
HlnSEpoeBvTIv7C2S_rE-QXyzsQQGBqY2ymZf0nCcizcHW8,Shyenix,0,I,203,172,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
FpBIaS6qNacaGalDNawYBfL0KQ5e2Sa7TJIYWJU_3NcP2qw,Aemerendar,26,I,79,68,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
DwTX3SI_eIYDwLcyVYpdZlU2q9jy37HnWJHsMbrMNtbh7vB8,Kurama Cat,30,I,239,197,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
TqvM6FfbLwdVJQOyWo4tmZKbSgax9RqC39yrUyO0AhUb_BlU,YeˇXiu,0,I,20,10,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
pMDBgev6OWbPQhXyUOSEQrUHzjv1LuhzCEYPQJL4_lF-EDf0YCwhpsyPEg,PoIicja997,0,I,65,48,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
GesejFacMKxouUO0c407gINncfM7xrLGTisJQZRCa7OSguY,Galileo Figaro,53,I,130,117,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
NlLpgucw4zboor4fQDW2O_9arfxj1SPVNZKM8dgc9UQcuUA,Márc,3,I,36,23,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
HYlW7V90uZMhQZ508avtp6vLTtwuAUXFpaLLqUVdxkhd1gxx,FeelsWiseMan,65,I,96,82,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
0mOOOx8XwDkAwYlInB4-DAeqaYoF9cNR5akOJYUsMgBkzL-g,White Mustang,15,I,224,204,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
71JGbH-AmwgeNtaGPXnNS1KurMHYp_Dl-EoTYZHMSSQLCYMB,SKEWER IS BACK,1,I,102,99,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
9Kuc1ORzIlkYWuSGNI8sMkw1oGk_sjEeWplfQPw7Z_A2p8DY,Bravado32,25,I,192,149,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
VBvH7iTstIxrpbCyfDQn_X3bHl8sDkA4PXWzdgmw8RkqoUE,Divider,18,I,25,18,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
6j_eY5SzWvresTxADoKQbunp28qEbSQYvrFrvl-tn_N9VO0,luisete114,58,I,82,63,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
2RQwbk_TLDlrOVFbPGCW_hpFI9YhCgfXt_sE4U20x84pjkY-sTlRoS5rsQ,Gen G Life,0,I,53,50,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
Gtfv7gE6uF6FWivwt5CUMsvtw3vx8UT8j8jU3A8IdOyZP8Ys,Poppuszka,101,I,133,131,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
CbOgdVAfdzKycorkolzx3WpMEMAun3mgvwlwMqqAayQpx8Q,CHREAK CHREAK,237,I,108,85,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
Jj811RQNe4enEqU3sQteeT9_GQ7sLlSNl9S85ZpwoRsFD2U,Yung Gap,1,I,100,88,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
BPdxdejmKJUX_DpKQgTAefHqQi8JYVq_hgojT9J5966YxDAC,Daddy Pappalut0,1,I,341,313,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
002O_JE1B7zK2f75QbcnW_Fgb-lHXJTyAiuobiZGaWeM4noHJkMmNqOTOQ,Tırnak Makası,1,I,231,191,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
6Jv55CT_MuZI_ez-aGKHgVgzvUlySxcL07Q_tIo_XJuSs5M,Yosikomo,234,I,103,84,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
zMHkyQ91cDzYg4sBAAiptZRdZohQ5RhxbHkiHVcf7CtnoimK,Orious Dread,149,I,102,89,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
yxWN0n0Xn22ElLzfVFJ1y3tcHjiuHAIzW8SYS7lGc3i2YvM,Vyct0r,186,I,84,71,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
DNPj93ovodhdyz6fn0BixNw_bTMtnhosdXrXlhCFbnOKR-4,Superelchi,238,I,245,228,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
06hNDyVISCEIU2pY1HbWhNTV6tvSKrCd27-EMCgMC0j2JMyI,twisted fantasyy,15,I,130,123,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
Gt-NlHA1-gswrvA3BF3qV5e0WiSFDd1FRoNt8UbakDjliJ8,Bíg Daddy,175,I,190,144,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
ccaCjp598tB2P4VTM9RykRmDLclm3M4xpZd1ykwDr2p4Ahg,Jake The Snake,72,I,37,30,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
CkMNY6HRVWxhAVOQOhm6HgKUDfTGj3IsbNGJXOrZk_NrsXo,Calumma,40,I,324,322,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
t8Rxjl0YCiyKfd1cG5XFlSQ-5WCKTC-tW8IpjOX1h3-V50A,cxwrze,16,I,90,86,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
vZi1VJ7v9J6ocd60aJUVipTjGDMStsmg72EYiuWLpO9GBStj,Teą,230,I,368,364,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
9vBoO8UtJaGUpVhWBRnlr_T0iP2FLla8-LjJMpvFP4CGHOXc,Yung Μus,16,I,60,54,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
PQE2olXEt3rHvx5960taZAnE3vmxgVZyLUWqpRo6gKDjeOI,Seroru,180,I,105,89,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
djX2IHgkwO2JJE_8GBKKasRKVuX403eikamNURNviU0xFsEJ,1C1C1C1C,133,I,283,268,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
erYdsTuujagxCEJfGoZsvF1NrA_O_esp0E8Ao7cojTYaYKk,N Untouched,0,I,96,53,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
UVidk1x4a7YhIsp_PONhBRyX1mm9d28O52X9KeSr8SNbBMw,M X D N I G H T,177,I,219,212,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
7YN4xUmCmog5AsUsg0xn3RKp_JYhY-Lod4466GIF5v-zrBI,Catstyle5,187,I,146,119,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
hgOGD4Y3U7AtgsX79EXI0jV4QtnRpcypkVQmCTwl-R1bBfM,Mobe ,33,I,131,126,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
lHED_N5vGrj_oL5p40bQ1fH8yFhUd8t7xA7Wj9Ka3CJmcvT6,Selva Difference,35,I,53,45,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
q-Zs0XVdU-z5E61Xh6giCJ0eWjzsXDNdv9BMpQQbR-BgTBs,Dragflick,156,I,74,67,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
5rilsRn7vUdq3DrWfNKL6U4eWkwo2Tx8xXF6M8_0RUpoz38,7 BaIIs,29,I,64,63,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
nHRJDOWcCwqZqebaDAEt2b2hwFd3-DBR-sY2ZnqrzMk9ip4,TOPKINNG,258,I,126,109,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
TC1cK55dXVVPAuKw0FAxpnxbP4Ge_ycV6umaw-F5Gg86jcY,Amazing248,117,I,266,257,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
1Dkpb5oD5hUmTqHNX4Ap28trpfVKyPH_hJ1_4Uyz5vj5a-8,Lyesoo,1,I,191,190,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
gxurRUucj-zXxSMsp4kLKIen6d7Knbt7j-FB1J2Pn7Jv_i8,KCentrix,81,I,211,177,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
4rhYOoZHuCOm4ZON8d6vdmKjgCmTSZecgkzedoxAhRZ-LdytphTAbchO4g,DEFTT,26,I,131,108,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
N1b22wYtQxk7mMDL5tVgIb2eoKvTeGsVmnxvQHFI5vrj7dw,EC4 Bαrbiηi,48,I,253,217,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
mA9R1wnWffbUjI1i7pG7ePo40IWWMzEzZ-7lAzvKFZs30FKc,STRAT Craydere,1,I,123,100,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
fCXODUos4rUOuWuT56CcoGPz4zDNyVX6HG1LTYa3JxhzF24,NEVERBEENBANNED,204,I,90,73,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
xBuMikCb1HUwcWHNdd0-Qitl4Yqm4oukZQszgXnpcwcMS5U,HANSSAMAAA,20,I,71,37,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
c7BJyOZQ_HDjyC5Hbtw05nWEjXokklF5cyHhNohQD3lqZxwV,cmonbruhfocus,1,I,73,38,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
IHAVGvH_eUeVtmjdDmU3K38nE3F4YD0ZyfGmHTKdciyn3QJu,Capioo,110,I,165,160,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
3CaVTpUs60PMHBxtC58Di2MErNWApAdVaGvmdqI1wqQEH7HN,AsesinolTheSecon,29,I,31,24,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
PZivnvpbToNs6tTS6KqDjD8qKBZlGXPjGlyWA9hOxP19Oqg,HoldMyFox,16,I,224,210,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
#NAME?,hirozz6,195,I,242,227,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
GNM8DbGdre2gZ3JW_BkOWzk2b2MSufawPf3JHA6HZWXWbXI,xGuts,148,I,82,51,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
B4csogCtn7I58qC5PpZFtyj11h1Q2D_bHR0mpEPcxs3mUIA,NRE Hisoka,2,I,69,61,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
MPn1xgi0-Bp3IkGsOZ3EdqS_nehgiJ6Ap_pRVZbxei24v00,Little Ego Supp,140,I,54,44,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
V_W_6h52KTMPtroupSXCVUPWP94qYXdgW2JvlqqoSDncNjY,Nizeur,164,I,49,41,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
6wk4ntD7A1PAxb5RDmEARO48MYCy_FVYrvsAQZT13CtDZI8,Grindyzer,2,I,155,158,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
Hth4TgaZGT1P2mraFeBK3uVd5YySYH8X9FEzqMxucCRcYYhP,Blind Pick,213,I,205,190,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
NSwXGV9_fhrN7czxrNeGRUI8eGs9JGQP43oM3SXhYgpx2Mo,DerKlappstuhl,1,I,21,12,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
UtRpR6tmSRHlBEQiCWktPY6fnw4Z3aulajGmxOUmfZhxSd7K,WIZ Olunn,153,I,146,135,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
1GtTvLD511YhC8e0AqP3CCinl1QfYo85pmLmzy0ITGFgNik,ηo more excuses,0,I,183,185,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
nSm7zOCWoUohTCpdI89vsJe8n4RWN89oKHqW1OP3-EVCop8,Too Hotty,39,I,60,56,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
xZniy9YNj29JKBgHZEl958BCvbKmHP2Tj2CqijbyL_hUAq0,LD Viper,15,I,128,91,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
B2Xutf2u6nNaRMJ13ycAFMIick9JRIdWqbFtbJCsnn8EqTM,Xinic,120,I,57,46,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
7SRzOz-FZOBY9L0O36styvWpJyXGwiGFgrsXF9SMvJRGb8wk,insane crab gap,164,I,85,61,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
lKyKnd4MVDR-LHbGd6dj8Gk5X_XhL1IB8Y4_e1PFxTxHZ6l5,HuffyDuffy,231,I,144,117,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
XOkDEOFy5EUJcsvskESocT3YkHSHFYuh7_Xbjc-rWgUfxXds7kzgIj2wbw,Soysauce Samir,135,I,37,26,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
8fnlWE3GQN61Sug-9q8SNRD2JwYVYU7pszyIX_TfPm3PuVYy,qyba,0,I,150,151,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
Nk1ELk3hiEXigw5ITs4Bpn5RUQRytoJkqPQLo3rz2XvDP8Q,Codouz,1,I,58,50,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
#NAME?,NICO LE SAUVAGE,25,I,66,57,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
o7MV3KhT04IjcyczzXpAPkZwwWbJ5FEI4TaMmCaMxKqhZnA,Aîro,162,I,167,160,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
ZDBOgzX7G4jTNPGpChDjH1c8LmoIGcvzMFhS-w3UQCRzAMA,PST Sonic Wave,13,I,136,131,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
E01SA9bgHfZ05MEaNaEZlfHFwg-ym7QK_Lew8zbab1eOWtA,404 Kampfuropa,225,I,155,142,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
TkqoOAChmFQFMVq8HecD4afcTZWx3AudMbI_Wnhi0ZEOYsvTbMifAJ_gVg,EUPHORIΔ,25,I,130,95,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
Y1Crxr4ggSXInowIG_KAGRMtIQLjbq3yRixncLgEkOpRaZo,Deffaren,71,I,145,137,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
m51Evi2o5kOirpC1CtFCvMN-YJ3VhTueveFMo3UVAPnChpE,RiceBox,1,I,105,92,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
MR_E7k1rWHmxrkygC42mcd1iLi2IGulI5PJxEUy3F9otzxw,DYN Riron,92,I,71,66,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
5ZxU8kI086AXeNqqHZ1-nx9wx5T-a1hT12yOJ3XFXb1isJ2m,Kryształek,166,I,83,71,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
RejyZKdJGPo4kvmwMoREb3EYXa2CjdLSOxMbSdbN0RDoxIeH,BIGBRAINPRODIGY,17,I,95,87,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
sT4ap80MZcsWefGFTQVkQhVj5QUWm8j0uhduNc4MjDiF_bwz,Nunu Rank 1,1,I,111,93,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
ItJpmTxqNTHTzEk6iGYOTpJH57z8UuAfuLp9GfAmtP6aDx8,Ulí,50,I,137,124,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
whJgIqFvLhfioZ-7QtX4QcEXyJ9Dvz5-hfcN68q3Uz0mkQ4,Cavaradossi,1,I,148,147,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
1Ha9XlbE0IJ9jcgAvPprP759BjFYps8nBafcIaFlCJYkUb4,Densii,81,I,198,178,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
qfjnIx6Au42YFLwOx3YupQ8bjNH312mItYsZAwFg_eQCVRs,Mexibardo,23,I,232,190,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
1F4d8oJWaA_3mduAosFkAT85TU21D42-sh8uCQefyhDzyQLc,TOBDOG,41,I,85,73,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
L_-Xvs4s-7VPAQfdgWqWGtFBoS7Pc0pC7vCwRpcv-db7mTvx,i promise ok,0,I,119,119,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
Eb8_0fzSaAUgO3FXiYgLt743wY18l35b4R8ze4kFw8NxaPs,Xicor,43,I,42,39,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
T4O4-zuFQDJBBXdrhUKXBHX5bW9O0AA_6FORjEJFgsrSKGf9,Ashes,137,I,99,81,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
WQmtTzulc-8UBiP9zgKFhdVoxYV984UJ75OCOJH-HJ2Ziw4,Safe ist Sicher,12,I,236,191,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
gCLuo45VsePkMjl5h6Ty7QzM7DHlXOBLMPpmGK0cMLa1I1g,CIT lnstαnt,58,I,301,234,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
EFq2OJCoWbaMF3A0w8rr2YDI4Cclg0T-LWktFoRJ0V6HwA9a,EveIynn Lover,0,I,91,89,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
rni25Lx9Y-9q_u2NjI6DPWAt7hmnTcrKo134Klbjh1wBQE4o,Ιllusion,22,I,20,13,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
_d0VscYEXQ0nKEzBAwwGvkmiDsZ6EVXWjTvYEaPmWymd7w4,Svenmoon,221,I,89,78,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
uSk1DiwVIJh5zNq2fYUoIICP0ynOqKDWwtZZiTssKdd6dwkW,mental kid,188,I,210,193,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
FY7bVSw-pvy_L3OEkGfkzm71wOJEND8KdFfCc_3Z3wZbPBg,yOFT,246,I,99,86,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
#NAME?,Baubie,1,I,204,157,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
2_nawCOaznq_paXVb923tjJ--hIC2NEchzNaOYNsg3_5rAg,IIllIIIllIlIlII,105,I,120,94,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
m8EpUpyHrEjDxBPeKI0xW7sl9QS0uTLemDQoPn_BNQMfoys,PSR Falkon,0,I,180,168,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
0fovpKu9ar4SKmNxipW3QE90yJQoSafASpuCj-jENf8_dpI,NxR ToDorokki,155,I,92,72,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
90fdgXiBVu50QPWgxYt7E-8Bn1immfx-L4oDZ2Ej1P0bY3DF6KjcpsHdWg,TETA Nâruto,0,I,145,96,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
T4sxKD8dH91Ln_Xv7vYhEOGuu4qu0-U7Bg5cTEqi5oOlVTQ,S04 Ghost,239,I,56,45,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
gxZetfa1da32EDpPHw98jkDhdfo3bQaohvIqDgM8bPWJyb6f,Alyerian,1,I,37,23,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
ZcVETtKFrwzZtdxrGZybKIxKkFZua7yXg_TgxCiK2qohBys,BEST RIVEN PT,214,I,48,36,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
zOQFxHKkxUafeySY-yehraknx2UzFdHhG-_-or6_fBuL_Wld,Layteen,149,I,204,185,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
dbTHCMNfy7-mdYll_0LxPQNaJMG3TnpoXt0nQhjkhXIv7kM,ΛFK,0,I,27,20,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
Le7poeJid-RYDyMb3-fUWUhdItJDv6bRJsWaQqUTnq4Ercs9,LesleyoZ,1,I,61,51,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
Qjv6JNaSz1Nu5eOHAFBUD3zYqoxh1jrrD8Uhn8Rj8gQK6UA,Sumerei,24,I,106,104,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
2TgnPh4TfqG7Zg7F7aU-_pGE_fZui0HoSbqHQ1eiIsQZ9dwc,NUΜB,9,I,55,61,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
6PpTrOlGXAW-hpN-TvXEDn_3NgT-vCFKpUtdrASQqpwbYqY,Bruto Bond,42,I,39,24,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
qlllsKrY06mNNnZTV-K_JA3tRlR5a5JxqV3Sj2NstdmVW2E,Filou la malice,1,I,122,120,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
B1UtQM1ZLTGs4QNC5bpviYZmJ-BvWJiiJc0fCraZefDVENY,ellebelle,0,I,43,34,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
UUpbhe7wK36O-djoBOTVpfZyTA3lz_NSo84XENwNvpmx-hs,Lucìus,27,I,46,36,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
vd3kNZPw-MEzz-z7A5a34mRP4IykrSRAfC68c6nRrTx8-5k,elvarázsolt,29,I,25,16,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
q299e-n5UMziAAJhvzvOaKjhBTToFasjaQ0NXtEgYMlmRPc,C Crits,1,I,70,59,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
2b0tfpexxZ3cv9-NLFtHZwIcHucq-8qw0unXyjIArjOISmCT,Sacred Path,1,I,43,42,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
ytB_Gvun3ZcYcmiQoVjPiSufuV2gNfMqCNAAA8TvlLwOFnjW,addictive love,0,I,82,53,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
LuTFEXyycwoKyBvdrYOYKxtYj91opWrkl5p6N-28MoFHp43P,OK Stop BARKING,248,I,109,67,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
RCN9YPnLAjQzX1q71Gjx8F0tuq_I6hwzDRa5Hr-Esf33,Flowin,30,I,97,94,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
D3qHROfRTuFf6dOZuiViVaPW2zrIgXbL0RArajcbkdGbsxbC,Cboi1,275,I,75,61,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
7n3e95OEUcIk4z1wrpKoyGckMwYvWulSEkkn9tzQB3-yk1c,profesyoneltoyer,108,I,67,38,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
2WvrFgyGi8uoW5lZKT73mllpnC95MQAhtWAWbr0WH3P1R5w,StenBosse,241,I,123,112,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
mEHIfkj9JHjUwB-BmDOuVDdtyFiW-lyyFbzBeh_szh7KvtTl,WTX Scripter,264,I,94,89,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
tM41LUwckRaJb89KVofik3VcriNilcUDmftNGKx2vsT46IxI,SDFGJGSAF,239,I,185,165,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
EOUQ9HSm-1X-TI0Mkj-rLUyURixQOvhorGmf-jP9XpR1VoU,Kanske,168,I,125,112,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
eH04GFaPcCm0BtPosewVA0s8wZI7IQ5fCE6NE0FmAj795j9h,On the brink,225,I,46,33,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
Fo3hQ1c8TW-JORSyvuEp98LuKcGSIfUpu-FYNvpiI4LRxg0,No IV Arrogance,127,I,62,45,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
Ey1zKbAqmzJqNiesck5LADk3TAEKAD-wvp8eJVYOPdHYv6HK,Osymandias,103,I,39,28,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
7MwCQKrqhQXR8mVqh5XszlRtkEq8c4C6IrNRUUswxzA0JRFS,Thothwilswan,163,I,134,121,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
sPa4Eq6Ov4A4dbQ8CVBJJFX8ycG3OBBuQU2N3cFZptUZ-xE,frozenartichoke,1,I,24,8,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
itj98-KFo_OPfV9RZ6lZeH-5Ak00Y7UroISwSzEk0b3iQ9us,Ufo361,61,I,65,53,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
LJONn6ekg_uHNynOqK5kPGk6gqZxVv9q5uxDXZh-_DVdjrfDdFcDS2pe0w,κρατοσ,1,I,73,37,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
c1gzL1namJXcm3VTh434TqaZoMyh7rwmA87mqrf9lC2znavR,446,229,I,79,58,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
en_5hXzhCjLbOgdYlppR8L9EfI_6nakBBPGZUR0EOUzThow,Lookan,46,I,275,260,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
PJOYNg4dEt-2_wtUb_szJvAIzo_Bf5Zf6f5dKHAyvfAbsFU,Reval,2,I,158,151,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
UAon7V0hX-JdlKckmxm8XhysTBlrpg8TDsaaJH4sLSiCx-ID,LULER,0,I,188,185,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
ZIuC0CLnJ1NGe8he4Dqv4e2QqFognGFEHDpSA-N0WQnucgM,rlo ldl,1,I,47,37,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
QNfQD2PLt7B7YWb9nlAW3TObK7IgKgyi57Sx2M45uztX3Fi3,Dylean never die,182,I,131,109,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
ufqxwz9bln1Mnfyulsn2L6-cJNr4qtBbB_I-cxnzNEiY12o,Louie V,16,I,75,73,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
6HN_qCPwpPNN4goEnv3uwrCgGy0TjTzCA9dH-Bmg2ltnQEI,Energy IceCold,193,I,80,66,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
qK3uwA_Gkh6X7mUTLbGXeghH9bXJtnjbc30xPyUX9aiJNP8,Divine Ravager,122,I,139,134,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
w-G3Yvy1oCMSNtea3U4JandeqOr7X3PDmVnyLXzCxq4kU4M,NC Neylan,128,I,186,181,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
