summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak
,,,,,,,,,
hvg4mah9MgmbK00tjY8N-uGY_-gdCXrt4AdXhJEmpEj3rnJv,kucenahrad2,12,I,120,100,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
3gZl_Fm9VAveNwbD-VEoTU54mW04jKktQYE4PlMrlCtLP0U,BassSultanHengzt,1,I,158,128,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
LTZ-5R6iVY1v3hkXinMVdMorvqMuril7VT6k7pvQzT8pKQ8,derfiddler,261,I,47,31,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
ClgX2YtfptkTYJkSRS5ORabZEMREkJjzHQ_b7I5avxAPrSM,Specky,158,I,257,243,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
yxg0zGqAfvLsO5T651DtHLG7-Am3WuEHz6YXW23FaaGTNQA,A1 Dreampire,213,I,43,36,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
zrkpkNi5hsAy441NfyyhUCXTq0Ge3IeJpJAvIfcYpUnnqHk,Kakι 9,0,I,126,99,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
Ituc_8B4NriQfjUFOOfEHvGOqqq17AyZFVDOWuojB1ammY7s,Υuta,245,I,160,141,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
P1moe1gLezep3RurNk20j_GX-W6yumg13YbruWTa6FO89F4,DeusIV,85,I,147,111,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
0ZJBNp_8YDydOGBHPCn1TfJ0uwd8qWqrQCFlFQSExpdVJ3E,Spookyyyy,0,I,26,22,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
MhcKS5ZFwVPUu5q4mceGdEQBQ88bf29KBi4SXFyOoRBCiVqA,Liao Peng,19,I,63,67,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
OSoX7ikYQIsnm_BBNi20HdeHvf3dbxypcnfI9oXHzY0aJknvCO78dHuuow,Mêlbee,0,I,29,23,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
Cg9KuQ_zdyzoJlkNJll8A_sQQFEIsCstZH8a0skD7Y9zODg,ACE Gimme,95,I,132,120,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
5yvqo26uNGRaeJc9t2MfX8hmCUmr2fPaNkc3_etNRuY2lZ_6,OLA MESΑ,226,I,110,93,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
zNKVZTSzyT8DrTdziouPRAT6RKV9jiNVnLAxwhRws-p6k7w,Fraiido,236,I,167,157,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
9eO3D3qWzGuGNvk1U74FYFjjInx7IxjMr5azGczY2vC149g,Kapten Kalsipp,95,I,89,82,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
-1Ca7X0PpPfBiZTwC6qcIjYhaYzqts2350i4CXEEM4wIJYniOVlhQtmXoA,chovy simulator,1,I,66,40,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
kITYU-j_n8imQU4YHJfvHCkpP4Va3jIuFmBkDM8VZju-6s4,Sendito,174,I,302,293,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
J2uGgqO9VRLyAN9Zhn72V5VkDlkXYNROoeiBmMfgCmWxEH8,Ulbinus,54,I,103,103,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
uM2QGq9IJruC7_KMBQlqotaCUzAVc3IA8b7l4ZS8U5_t6wgf,OdysseaSericus,105,I,235,228,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
rowso9fp73T6Xo2stqMMWrkCXYXFmOYZZKd7R9gD3-qjajg,KAOS eskii,137,I,169,156,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
rv5NLR0R8MY6OuNRWESa0eZj7rfPRwmuHbdu9IJPNfDw0-Y,Zaydeboi,115,I,172,163,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
jkQ0uFEShPO3i_Sr4o6ID2PYPnAp0zBLqmqtz_RWFUoTAQ8,Hyosha,27,I,212,202,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
pe9AFuEmYn3MSLyS9bMo8UX3K71DmwCEyCWLDKwRl0GgvdI,NeverLuckyAlways,0,I,34,28,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
fridLT0ZszdbUtdenGMz6L8D5gQrumGnYrjaKFj4wOWHKri1,jupez,97,I,258,248,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
4GuUXIfBn2FgLUo0Nix0CCVAL57w4eOrtstgvNLpArzhW0s-L-Qx21Ebow,Blacksmurf2,139,I,53,26,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
bdUerA06DHConnIqVD7x2NRouh2ZXLuASCva9dkNRFBbGHI,Mr Tickle,123,I,82,79,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
m1zJCs8G4Oi4S1LrxhbT_fbNy-dq5sdrZOsAjk3fC6Xyq66r,ΞΞ Xavi ΞΞ,49,I,128,133,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
HXSboFyDwDWZXMB510DqyjGVq2iEXnCVGV3uSL4BeC2yLkU7,Awatezu,156,I,146,108,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
dmGfAgBhG3mWS7Atm3sB3VqWcq1vmQ-VEz_l7LXKN7ioDV0WyqEY9SCIpQ,HuntStartingReal,15,I,118,87,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
vcu3psJKrU0WxAbl0aauM6eIGJH2BGt8FOKfcBFgmaVGshQ,SAM Kaiba,107,I,274,257,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
dr845UnYFxdD1Pud30uJGaGfH4rZ3QRsoF75TvUC01tPpK-0,furkan 801,0,I,164,115,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
VpqQr8y7TOwiWAZdsF8oYzrveVjCUSdJwLOeXXpwConDB4StHXRC6QlNEA,Shevą,107,I,53,46,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
cCyKisrtL1rwbEI-4wbYLl9zbSM-o2N-cEIoUujvLLl11yo,Genshin Hutao,101,I,76,54,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
H-U_mM65XKbHr0o0ADTI255Po7fhs7a1DdtIyOUtSSXDlA3a,Nugget Nibbler,3,I,345,312,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
_12ztI5L0tig2m2_31gHSw_YQtouq1Nj6Re23AcbEbE4axo,I Love Kebab v2,1,I,88,49,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
OVS3mpOs3tXT7F2laS5QM0nFBP9GSF_OEHNjUyS2JOhdTWA,llHoolyll,26,I,82,70,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
_zd1Jylv2oHtcBhcCW6CogepY22rxA9fTMTTYVVfa9Jz5wgI,Jungle PriØ,75,I,212,185,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
SONXo27kQjXx7fXhDNxFAY1Hx7_DzFPEU0bI5QwdlG8IZT8,BedbyB8,258,I,58,51,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
MVk_BA1c65MqgvDJnzLkXe0nZQ81ol7PLyjixA8oxXe2vYE,GO Melon,43,I,220,211,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
ggRDzV8iz7aNEb30WG0684RKwO66aLVGI-Jp9_tphVtJNQg,SCN Louis,76,I,314,314,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
lqSiGoyss_92HkW6lb-YrHSCDhDuwIRtpJJmXpmVeIRqLZ8,k i a e,77,I,36,23,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
0y9Xklg4KGp2Bqah-fnS7n9QQZMjT_bqoLIqiNHsBUL1eZdxRLJNvVvplQ,LaMalaEstGangxx,1,I,115,79,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
pn1EhgkGk8-lF8m1Ma2HfHNR2cpiVpYMB4yU_DX4sxdRiTqY,Jaazca,31,I,144,124,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
7zIEY1HzVcPvL6W-FGhzOM7IkqHhyjFXv4Gem3yGoD2lD4g,ITS FOCKING RAW,233,I,243,227,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
0wAXPmjB9qOhv8xV7GZdmeCdfdt5iHFqleSzAVhy-dd6EkA,tickety,0,I,193,132,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
hYtjuX53mWbo_8WOyTdNz02a3ZXh70igRn3kgCSpCEv9GKve,wont break me,73,I,103,89,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
CHSFrfSq20dZvdmRDyvOYAOIFzR7eOHRR5NFQVSJ1K-87Is,Balrog70,0,I,75,77,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
#NAME?,pymvkjhldg,0,I,41,38,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
5PtHJ6HNt0FeCrZbayDsqOOIac0ETsxlgKF2ADFS9vJzfWjboDFyKFE9-g,chalopa,0,I,100,87,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
XENALT1d7Ly6pl1i5C8Jm15fvXm8S93Hh6NO7_AIAxe6f5mlWZjmk1-dFA,5th role,72,I,50,23,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
5v2AY0rDCLtRLg3_3JC5TVRi1hmcs7lcbnZI2XqG9W5ZYRrh,Vutskir,0,I,45,45,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
mYmRXG3QBlZ8dkB2aNVGuCIMFd8lw7l42xo6JAJPko3O6Is,xDrop,165,I,72,60,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
cKNVJtkV_nD7dxrOwtmAyLT8y12IFo6wMa3ZOeqiOUPbhiiNzB2vjqndbQ,Mostara,7,I,127,95,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
Vbrl1uNsKNeW3SXlHeL0iQpn9QCy7HT_DXDl38HxghATPDSM,Abagnale2,54,I,102,93,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
DG6N_naj-819zF_xZKftyKwZpjDxeGFzdOPUll2qEWliEqw,Xenxo,141,I,188,175,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
FkBju4WMUqWJGt4ka_6dB6Wm_FDHmziJTeYt35jjyxwuwYO2,ChugiChugiChugi,25,I,281,266,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
PNcRV6SGcXmgKCKF71gYRgoy-MW5y-yiGnnPFd5W-1wA711T,Bang Legacy ,195,I,69,53,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
zvo175ldjv5EU1L_V0p_tP2ZD1FRUshLCWIa2qy_VpQBX5pf,AE Moana,39,I,37,26,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
2wf3YqzRxLo3cyRBK3q3E4-mM2eNvXUdJfuFLLlNPHyY5cA,Kelv7,1,I,107,111,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
pXvSIvDY8p-dmVmIeB9vUCNtnNQEOwAhvjfs5xf5YqTDprqZ,Pufferfísh,15,I,58,56,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
SwOlShHPbQpZSReZ5OiTWZcwYKwqesAQ2R_O-c6LCPQGwmY,Captain Pengu,15,I,28,9,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
uKYnYgcDywZ6W5q3nZH3gK3L-406PQnGwsXANI9uNG0JgsmH,AgentTurtle,113,I,487,461,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
fc6fFIgzAsYuVT1TLV-8LPjqLkdRJLT3aq6OR432di8U4EMhvtRJHhbbpw,Jackies Nuggets,207,I,109,83,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
XoLeg5xGqzQqVrV2yEHeq_mOAvJNjw1wKQ4BDRT6oGoQSlk,Ticket Creator,218,I,86,70,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
2xx5r19Lu9eK4XuCXSYeKPNfqWOe0vFelUNoYwUQTJRuBJFU,GeeNineteen,154,I,352,306,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
NrLTceRbLNOE3qYgf8GDMsQxfsGc0l-zlbm_LvfpAKHiGwPw,champagnepapi86,192,I,38,31,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
MzgnreVKaZeszg8VHmEjdz3VARq8pAbTG7opzC_FGl-JLos,Exalty Grama,120,I,309,298,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
idaJbnNjKj31nd_cQWo5DmwHMXvXVcLliGVzFeUtw73k0ilC,Faith of Azura,63,I,236,209,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
e40pBJ1HyLyGkaKOtB63eMppne9PXKF0tMezFCudROOOD4xW,Turkish Rekkles,1,I,22,8,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
bdHtkzaFx1wA2lSqjar2Jsu9cCCW9xTbyDJpKiKCOGu7LoxT,Molae,17,I,42,42,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
NaCnxP-Mz4BFc9sZsR55aIRwSk2IktVeghx_pK_tiZElNVEu,Break A Kingdom,66,I,88,87,TRUE,FALSE,FALSE,TRUE
,,,,,,,,,
jfMvQthhXMbedyr8F1KGkBarLhuUB8MdrfA--6trWEzFqnw,DaLaurenz,166,I,141,137,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
SgJhWIzJjWhMWudZEOydXkIF1ct3DYEPxZGMy8upHd67nudN,NechciUžBanDíky,26,I,125,91,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
3Dn5FjnR9X-2MW-SJL9jW3YBnIHqZvue-O4yVJzBBrPO6pM,Crayzion,19,I,234,236,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
6mpTI6kKYgM7JJNzAPg1mDuAGxj5fLzSGBu6RYfNCaKKWZ4,Sênny,97,I,121,116,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
IQpfiRWOiKor2dBJi-HvGRhBZceHA8NcuAXAlI0BSSLFFlE,G2 Manolo,61,I,89,82,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
AELWHpCK-RFdQb6qY_85kIPwlh4NLZ2nO_rVkTq2rfwevN8,DˉB,91,I,90,84,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
vDr49OHGAJv57RqAiy9e3CIJPPYy0vwbGM_qaXk8ENshuvk,pitar,39,I,107,91,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
hrVO8mIvqcnMY4EzRhBlCbVDYresyPNFZasLR3-Lmk8YWqqi,Spear Shot,129,I,278,270,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
AAdeLqG5r-MSNjEQps_J5ENfcfO5mROvVkAzYQDbCvdiDYg,LLLycc,187,I,196,183,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
2WpOSJqKLCAUZ-4vWTUods2O6R5keo9tJ_Z3__WrOMn_FOs,Pittah,107,I,233,177,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
3x6l4vHXfOE-6m438_la_6ql7FwxbpfUstywlNTYJEVskwB3,Kevd,23,I,328,329,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
vX5hRinhh8l8MaFGFqW7M7s78kg9O0N3eIRFBCFQpXPA32hw,typing is usless,176,I,196,179,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
GAJ7zD5xb7xR6CsxCVcLGlprCesKioLDeSAvfHTiCsWpRd0,SCN FliiZee,86,I,188,187,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
HjKpk-dzxVoeKq1sG1GWeJ0z_-87k2ixtxAwhQilZjv-jIENi6xiiSSr3g,YuumiKaynCombo,1,I,69,34,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
WOOMQHYN6PbLD6krHkVA47vO7tZM1ocE4DV-DQTL7BI1iG8,efrydzyk,1,I,149,131,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
BbhLMOGs5kCh42Ef20d49zeiHQj1-vse5ghwCJEYqCizH6E,ad is bait,88,I,36,32,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
-4YxPrrwqrer2r7bAOsOrN0shW7QKLcBFOSlD31CDxyX9I2u,THE WOO TITAN,138,I,80,77,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
QfpGSRjDiu5wybyTxi-cw9J6hj7Xt41p8_BHCDoBw4LoXTY,Jez,27,I,178,168,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
lOdWhIn0ipyLmrBrCoqH16Flbx20CSCASKC-xx6iKTDqM6k,Princess Kaguya,1,I,173,123,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
C8ihNDmYyDBIkJAUSkPqoiV7NsylvRb15RUwEKbewns6nxeD,Deﬁance,139,I,63,40,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
zSyMM6PUu-ZyhjEXvjn_RTWphJoETxHtzFy9K8Wc2714ebM,Sut min fede pik,256,I,104,87,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
aKOCc7qmujXe-oMpYQVJz8uN00lwGXDvAPWdejHcndZSjs8,RHS Simi,33,I,222,203,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
hFnFULnYm2QJt0ziwh3EdpN2Wa549ellYZsKlpEFsWFv2np4,ad0603 gap,48,I,418,371,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
Ysx5-a-fg9HzF9KOAeyfrkKCLnDwLe7aqAE9MdT0Lv272DE,A Seal,110,I,208,185,TRUE,FALSE,FALSE,TRUE
,,,,,,,,,
pxalyEt8T78oRp6jnSUQPR_HrwHqoHXYX9Qg6JpJmoYh-J0,moxokx,78,I,185,175,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
5I5PMJyILZYoEeOEfhkY_Uwg7L2nWx6UwBDpZmfeEKuiXssF,SpiritlessElf,0,I,74,66,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
OIWRiARq6xYxU_BvshapFoun2z3luWeUwDzCZGazhG8VYQ8,NoobAtBeingAPro,6,I,295,269,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
f8eL2rJhUGVjfvPjdNWn3Y6sKo7c1SFXWn7CewKkRd_9w5w,Saomaro,59,I,69,72,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
4QHYFqfhiorYUMLXo5yVXFGDCKtb0o1Wqorwqt18Gma1COw,DA Dimonko,194,I,94,78,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
meqAbeTvdS_om8PCd5IJdLKArHO0m488qhqyYuDHpztAiTeP9pEyh-gZ6w,farm your souls,1,I,55,22,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
5BExqAw4gUDQ7htyrHNbUTFv-z3cv_r3-6pizG6ZGiuMALM,Jοkki,52,I,195,200,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
1QI1MrPsFIqL9N1GFjjlTiPnjhgS-6lguLB1Dc9Ofy60Ezg,Potmacius,0,I,532,509,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
8hlYI3_3KsgvgBeZxCOranYEx3DCOB9FYtT_fdTC2uklVyE,MTP Whip,224,I,90,76,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
Vbj6xiwRnmnEaPaftDVIMFAKKkNWJ3xDuTUQTUeWvpiw0WI,Pínda,13,I,177,175,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
tgjs6PvEChnqLi62l0SSFB2fJLJqyDmSlz6Nmqj3f1YHwY41,Salmon Player,115,I,103,89,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
SxDn724EqwHHengPoIISE0AZcy7xfrnNVKnlMPaXXLPutInp,ECF Tensor,37,I,67,60,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
wMymmZz8zr0RL4V5f7hazjEETLymtyUQq4dKT-RPATS8AOs,Kasing 1,265,I,86,83,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
SvTDUxCpgXdAXZZMQg2FCSCLoOM20wt2Z5bNKiLPDwWikTo,LeIvan,175,I,155,141,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
-6fzWW19QZFEfH_UL8Q_lXmW2casJz4B_99W0O0QIFqifxs,I Kite Like Hans,1,I,243,242,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
LpJHKJ1JrKWbdIrgPec62HAxgBN2Y-VDdr_CHyJoNZniYw4,venοm 1,1,I,338,337,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
5AmymEbkhrN3f6G2h3vSfep9vGDweuucZf-yLSqxfAD4nRqQ,TréııL,253,I,57,39,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
Ob06FHmr6zRsP1tHqDtyrqXmE66EOLBtenk4CD19je9ohpw,Röyhkeä,0,I,46,45,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
LXgLmXHn8aRSetm2G51Kv8HNbVqYJjruQud0DmpU5wnfz2M,FP Saviour,108,I,29,17,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
xrWbJAEy_YM5BBJD-29tjhmXVr8xlcKBeaGvhSOTtztiBMk,Teachal,73,I,367,361,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
RpXiGjaalQCHBMgfWaL3Ekeyq7yFHOsRADy4n_O0Bi8KKVcBg-TWaxidmw,STAR,241,I,118,92,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
mFC4RehFI17Vd2fpaFOTWY_OD4wZiGMUgexIj5vlypGVoAk,Rengoku kyojuuro,202,I,108,92,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
bYW34V92HLmW5jjeOeHyy1DUWY2ZB9MLRtNgRnyqKDbeb89sKs0h5q4bfg,ADC in S11 pain,149,I,75,68,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
RfCaPVWhC_l9kvONXoNjSx_gTTCDNaYI0d1PNVz8R6nGP7M,bicas,28,I,172,178,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
OyvYAqAP7KZA1jm5V-G_1l1zeP5oY7cuw8nmojEhG3SQrI5Y,RafBin,91,I,100,87,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
K-FIwuZytZqh7b-xsF6qDhQ45mlRXMI7AztPlVcKMos47w8,StayAloneForever,161,I,296,298,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
Zbg8W8B1Oy3VTViJ3NpCTJmyHodY22RiTJjEJBMoXdB3NFI,Sephi51,0,I,143,129,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
ESRqIApWNu8THNfejYD-fAXvmiDurkJxn1gBBDpi6_b5Mpc,IegnA,205,I,130,115,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
P1T579y6Eb8TBKZxHk8KrhIJ6J8UIlqareUqAkARyIjm1TBE,Klaufi,116,I,29,17,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
O4EWavemctYGH2TfN6Eg2bENgUEzgd_PnG-cIUrGFIWUVnA,Whiteblade,117,I,208,198,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
OJOu8juzzDHbcGrtRr-8ywv733KiCnxTLvfVrD2Ka7HGK0uK,Charlie Heaton,126,I,174,184,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
p9MefKahOojzAlxZIsYLIhiUGpeas3WME_-AVomuULATaRA,MakedToBeBaked,39,I,52,54,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
GDhPa4UKf-vPEoLVn-_8I2ZHwMyyXKLieCxUSYOs9AkRXX4,Touch,100,I,107,106,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,
JwsxeW2JAY5C3TFYlRQX2cNm18gvoy3yobxiVq5dWE1_gVm6,Buccellàti Bruno,1,I,43,21,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
TdNL8yxGogVNy_LxdQPQRc0Uo5UsigHT4rD4Y0CU8YahNYGz,Haakron,0,I,123,103,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
HPUZVQYj8MROpeM3vmTnpdLV7EduyLyzu7E4JIl2UdLn2e8,ImTr4sh,215,I,57,44,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
Z05O2xZBYQpqCUvnk99NhE9iaeWuc-u8MlihRA9CSD3ynwZeTKBw8oTvdg,Slim Jim33,173,I,276,265,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
WqWQSk0GJGcDh4_661t-AiKOJBCjhfNvE-UHNC2moH-XLwQ,Upset,2,I,151,151,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
pYMKHhnwDvziO2SzZMeXKcBaCCBIUgXdJBpS211ucbqcZTE,mickiboi1,196,I,30,8,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
e5-teXWWc3YplJk3ZdIP_mS5rKkf_aY_egZezAsU7d0O1z89,random ad 1,85,I,179,170,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
SOADhKrXqIGVUs1KaaF2fgedS6omtDxxhPFa0KSHQuJmaZo,Im Bersie,80,I,219,220,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
mrakfNZDDMXJAZQAOKpbf8JyQH3nTImMe4PdbIhJOTRQxA5h,CanyonPyosikClid,189,I,152,142,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
VTtZ0tMt2GFF6R5F5hE7oOvbATOGSoGn8qupB9y8x_wQzmfG,LegendaryMaster1,0,I,109,69,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
guEBk28exr8KKV76wDXx66V5dk0otEjZMKJtP8lB8g5g41w,WARNOC IS BACK,133,I,64,54,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
4UDJM3rc4O2U0172cNE8cqRousSBGV3HoLWJc6H6Jg8FDDc,TH Berns,0,I,73,52,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
Ztvpk69j9ACKQknsH4QTdij6v36bsCMpGAAhJAjTuF3pn90,Lee Cos,245,I,38,18,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
d7uVbJ4ThAIoIO3PuAB0eRESNv4wE896WxFqVyuPEFYefTs,GG Sir,159,I,67,61,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
YHHlg2niIj88mAMTQRaPnwDNd8v-QqLhicwjFQaG3mpmXQ8,Suvani,1,I,55,52,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,
AEkUiX7HC61FFg1lgJCeFJmexQi-kr21wL_XI3Thv9Ueo1A,Hikikomorí,65,I,85,77,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
kGg5hVNbBhmL0zM9BoGPqRY8snamLZeCsrweDEsfZrH7nyQ,Djêllal,1,I,156,164,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
mpYl5JYZzs9unINjap_MYe2iY1Ehn5BPfmoIV_P0YwbW7_ZH,Ryan McCombs,135,I,32,24,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
op6OEdibkV6pGR3iZYP6FT0qSH7ez-HC7BjllBHax_52pxvxaBgHA6PUWw,caibizaodianshiu,0,I,36,27,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
2chbXjYRr0PPoiRq7jOC-ut6sK-hPKH_xHTGQZ2uQt7fqdE,COF M00NSTAR,13,I,236,225,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,
qW_RKD2nEs1iTOcBOizw4rARPzhgzYGYzTs9sN7iqJyYfrI,Arga snickaren,116,I,71,60,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
A5_lRq6zCpt-Iz2_TRjTDIwI954Bw5CmCvirukhJh20BexI,OB HenHallo,33,I,77,47,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,
mV8FL-9MzGWGNLNIwhQ1IKa87hRK3bvFwvE1_3BfiO2EMZu2,must be better,236,I,93,74,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,
